year,month,순위,관광지ID,관광지명,분류
2025,4,1,f0ad8e376bda7b0a53c69207a42c4ea2,신세계프리미엄아울렛파주점,쇼핑몰
2025,4,2,28205aacab0912318ebe1d1331d29edc,롯데프리미엄아울렛파주점,쇼핑몰
2025,4,3,035abbfef151ec9c0b1af40615f719b1,헤이리예술마을,기타관광
2025,4,4,5c34a4a6cbc89908e092403de0e7cc3c,평화누리,도시공원
2025,4,5,e1a30f9e7254555ab8502aece514d7f5,서원힐스CC,육상레저스포츠
2025,4,6,e8f4371db3097525813a8ac3deaa2093,마장호수출렁다리,기타관광
2025,4,7,1ce722f6c6fefa534664cfabb2019f22,서서울CC,육상레저스포츠
2025,4,8,c1816c5022f03ebfd494cbdac2b4814a,파주CC,육상레저스포츠
2025,4,9,de19ce157c4210ec93d222a2823dd90f,서원밸리CC,육상레저스포츠
2025,4,10,d6c62dbdf762c441e488d42832e6da07,임진각,기타관광
2025,4,11,1a4c87742e33ead5b9b3c40c459ac1a2,벽초지수목원,테마공원
2025,4,12,9a1b61a4967c1ba371d13a2aaddb6e34,스마트KU골프파빌리온,육상레저스포츠
2025,4,13,aef708dfe912d4f1d3406ba3e13f8e29,금촌역,교통시설
2025,4,14,079875e322fb509084fdb838b8cb2ce2,오두산통일전망대,랜드마크관광
2025,4,15,0a6f35411708fdb9548b8eb83005b60e,운정호수공원,도시공원
2025,4,16,3c89df4eef0302e40dbdd5832e262fe5,프로방스,기타관광
2025,4,17,e7e183dedfbef97f99b152c3974a7072,노스팜CC,육상레저스포츠
2025,4,18,ab877cfe858382acf39ee3115fe1053e,타이거CC,육상레저스포츠
2025,4,19,e92345af217684562e5efed50a759b45,문산역,교통시설
2025,4,20,8a43068f6bfa2c01a05fe0ef8bfb3c82,운정역,교통시설
2025,4,21,83beb24d558e448e6cbb3ba4fdfbf377,보광사,종교성지
2025,4,22,f7688e9e63207c3f02fa33de4729c77f,베스트밸리GC,육상레저스포츠
2025,4,23,96d2796be471c2ef567bb4a46f07bfc9,감악산출렁다리,기타관광
2025,4,24,7f173be334b2e7d6b9658b4b366402b0,율곡수목원,테마공원
2025,4,25,04a0154e9869db9bf645448404707719,파주리조트골프클럽PRGC,육상레저스포츠
2025,4,26,c7ac95f733903a098f4d8230d8a913eb,CGV파주야당,공연시설
2025,4,27,a6bfcfc8e188c6ba0b105f6eda96a6ca,파주놀이구름,테마공원
2025,4,28,b1b7fe84a7d62a2e75e88e09276be6c0,임진각평화누리캠핑장,캠핑
2025,4,29,1e2e763c5f4343a048cbab40d87e3029,파주J퍼블릭GC,육상레저스포츠
2025,4,30,4620c27e44070de402de83dc11609bd2,파주역,교통시설
2025,4,31,8695b2de3cc23c156b366608d9b89885,약천사,종교성지
2025,4,32,1aabc6f644c6f6a94ca0b88aceb07cfd,마장호수공원,도시공원
2025,4,33,382f4c95b87ee7b8a0ed07179b22f27f,금촌전통시장,시장
2025,4,34,1b9928eeaf2065c6406dca7fd58517c9,마장호수,자연경관(하천/해양)
2025,4,35,0ef8b4527ee20b9330955f845ec78ed5,파크뷰테라스,호텔
2025,4,36,31683e92b872766a73e3f28a217a54d3,뮤지엄헤이,전시시설
2025,4,37,41e00ec5d68c9ee6425522aab554349d,문산자유시장,시장
2025,4,38,c8a2d04e988792042ca48dfde9d1407f,오성골프클럽,육상레저스포츠
2025,4,39,f9ede4a268567247a072eccb383f8b78,파주임진각평화곤돌라,기타관광
2025,4,40,bc78c14553ba3a0161e53727d724104e,메가박스파주운정,공연시설
2025,4,41,d089f5135b655d8c0f39853d2cc2d0af,자유로자동차극장,공연시설
2025,4,42,a91da1956b3b8924da77f30f09309756,국립민속박물관파주,전시시설
2025,4,42,3b8daccd597a508de28c1f45dd56fed1,아미가골프장,육상레저스포츠
2025,4,44,25b9b4eadea9543fef98c9ce4674583c,교하체육공원,도시공원
2025,4,45,c6e84c1a2b1b50ce0d7695feae66f54b,플레이월드파주점,테마공원
2025,4,46,20603f3e62b55288a70171d4b9b00465,대교미디어센터,공연시설
2025,4,47,d38b03ce3f2dab83468c6b25e62298a9,운정건강공원,도시공원
2025,4,48,33642af7db41e92b196068bd27e1e357,콩치노콩크리트,기타문화관광지
2025,4,49,046c8d92a8e2298c2f5755a455d64149,평화랜드,테마공원
2025,4,50,e8a59e615752b49be6eac5e5f6ed1154,파인빌골프클럽,육상레저스포츠
2025,4,51,475db97583e2f62b385ce05fbed848c0,한국근현대사박물관,전시시설
2025,4,52,2da3df196ff25fa5183cddba80a6df9b,심학산,자연경관(산)
2025,4,53,b5d33dd5cb2a421a72448ea3cb4e6618,미메시스아트뮤지엄,전시시설
2025,4,54,bc680d582b21d2f20c185abbe4ceed90,지지향게스트하우스,호스텔
2025,4,55,d6a972d506b2b7e7e7d680d25c30463a,하니랜드,테마공원
2025,4,56,b2301498351ebc3feb62d0487ceff6fb,롯데시네마파주롯데아울렛,공연시설
2025,4,57,1dbb14fa93954417628146ea816c62a5,소울원,테마공원
2025,4,58,c664700bd14e49b091436d84378c0391,케이힐스더테라스,호텔
2025,4,59,00d198d86f7024b1d0a696295f668978,운정가구단지,기타쇼핑시설
2025,4,60,ffaa593b638f70053ceed146fbe7c76e,판문점,기타관광
2025,4,61,33ef3f78240dadd22b84766d3f98ab43,골든힐호텔,호텔
2025,4,62,da5659c6a6cae312cf98d95bdbc00af6,운정체육공원,도시공원
2025,4,63,750985c562e39bebf6af094dbfc0a121,파주삼릉,역사유적지
2025,4,64,4eb4db9a415a5637a8e0c2c55e6beb3a,파주가야랜드,웰니스관광
2025,4,64,6fa2aa22c0de9d24cf98fe0096ea5feb,호텔시에나,호텔
2025,4,66,165a47bd76c84650066fa9a5d511954b,마장호수전망대,랜드마크관광
2025,4,67,a4d02cd76ea178c7a642487b99448d46,임진각관광안내소,기타관광
2025,4,68,b3555e607a73971a1b8ddf464835c745,힐링그라운드,기타관광
2025,4,69,f78416774c6b489e23b5aa6b84c8fce4,파주이이유적,역사유적지
2025,4,69,ea9af19872ea6f89502ae63c8b83367a,명필름아트센터,기타문화관광지
2025,4,69,4cc3ba145498006d92d61503d06d3031,롯데시네마파주운정,공연시설
2025,4,72,bc1a53b4da4393bfe7685ec6ad9bb58d,스타필드빌리지건축중(2025년10월 개장예정),쇼핑몰
2025,4,73,60914233f0d72e6200d9cae529a1c2fd,심학산둘레길,기타레저스포츠
2025,4,74,fcb65b55359c8d8003b516c29e5a11c1,금촌통일시장,시장
2025,4,75,db7f14a7cc7dce098970ccac815c9ccc,살림채,펜션/민박
2025,4,76,5ba58956030aee3e1bff9b33349d5e30,힐즈호텔,호텔
2025,4,77,6a085bfa93c4c00144b4127262d985f7,임진강역,교통시설
2025,4,78,13ec13a2c14c8c2d0bbd645c919d63f1,파주메이트호텔,호텔
2025,4,79,0d14737c73b1534b9758e72d93638090,벽초지수목원봄꽃축제,기타문화관광지
2025,4,80,0f3d8c6ee51560fd404daedea8769c74,황포돛배나루터,기타관광
2025,4,81,ddf7be44b6ea249f9ab5a7e8bca6fe66,썬샤인스타디오,기타문화관광지
2025,4,82,a41e67d5eda4148f550121b1a7d76792,구 적성버스공용터미널,교통시설
2025,4,83,2d273bf3ef966385468e84bf74f191ab,브라운도트금촌점,호텔
2025,4,84,3bffd5b411bdf8e13136ce4afd14ca1c,월롱시민공원,도시공원
2025,4,85,bbff5af619e281c34dd57469ecc0b643,브라운도트호텔헤이리점,호텔
2025,4,86,7f61c54b6bf69e8898393c2c54e57818,심학산파크골프장,육상레저스포츠
2025,4,87,2646d130ff5728fd46d6e6dd35c8b40c,테이블에이동물원파주점,테마공원
2025,4,88,135750bbcc2887b60bebb5153b49cba5,금촌체육공원,도시공원
2025,4,89,e3eb11d5fc8791b1c6a6efe4d62ae5ba,발랑저수지,자연경관(하천/해양)
2025,4,90,dc25a1734524deec5305530844283289,파주라기파크,테마공원
2025,4,91,9a2dccfe851374a00e57d7990500484e,호텔인카페파주점,모텔
2025,4,92,99182473f2c188c1126011e920708caf,프롬에이치소도호텔파주점,모텔
2025,4,92,877f0160d905ac319322724a9592986b,파주공룡박물관,전시시설
2025,4,94,75ecedbea5b27b791fe5e8f1ad2b3dfa,모산목장,농/산/어촌체험
2025,4,95,e2ef2bf062004358fc41066d7e6b9918,마리호텔,호텔
2025,4,96,394267994d84ed879274bf65b8ed19fe,율곡습지공원,도시공원
2025,4,96,85a33edd9d7ef8c4b9e2b18e697b5390,동화힐링캠프,캠핑
2025,4,98,45b3375e636d8bfeb1a33149c5e671dc,파주출판단지근린공원,도시공원
2025,4,99,2b098d70917d04227685a908e784293b,장릉,역사유적지
2025,4,100,664ddc2b7d21e664f26ce5de8a3de40e,용암사,종교성지
