EXAMIN_YM,RESPOND_CHARTR_SDIV_ID,RESPOND_CHARTR_SDIV_NM,RSPNS_RATE
"202502","SEXDSTN_M","남성","51.70000"
"202502","SEXDSTN_F","여성","48.30000"
"202502","AGRDE_20","20대","14.90000"
"202502","AGRDE_30","30대","18.60000"
"202502","AGRDE_40","40대","22.90000"
"202502","AGRDE_50","50대","24.00000"
"202502","AGRDE_60","60대","19.50000"
"202502","OC_AREA_SU","거주지역_서울특별시","19.40000"
"202502","OC_AREA_BS","거주지역_부산광역시","5.90000"
"202502","OC_AREA_DG","거주지역_대구광역시","4.40000"
"202502","OC_AREA_IC","거주지역_인천광역시","5.60000"
"202502","OC_AREA_GJ","거주지역_광주광역시","2.90000"
"202502","OC_AREA_DJ","거주지역_대전광역시","3.20000"
"202502","OC_AREA_US","거주지역_울산광역시","2.80000"
"202502","OC_AREA_GG","거주지역_경기도","26.50000"
"202502","OC_AREA_GW","거주지역_강원도","2.90000"
"202502","OC_AREA_CHNB","거주지역_충청북도","3.50000"
"202502","OC_AREA_CHNN_SJ","거주지역_충청남도(세종시 포함)","4.80000"
"202502","OC_AREA_JLBK","거주지역_전라북도","2.20000"
"202502","OC_AREA_JLNM","거주지역_전라남도","3.00000"
"202502","OC_AREA_GYNB","거주지역_경상북도","4.80000"
"202502","OC_AREA_GYNN","거주지역_경상남도","6.90000"
"202502","OC_AREA_JJ","거주지역_제주특별자치도","1.10000"
"202502","HSHLD_INCOME_300","300만원 미만","12.00000"
"202502","HSHLD_INCOME_300_500","300이상500만원 미만","22.80000"
"202502","HSHLD_INCOME_500_700","500이상700만원 미만","29.80000"
"202502","HSHLD_INCOME_700","700만원 이상","35.40000"
"202502","JOB_SE","자영업","6.20000"
"202502","JOB_SL","판매/서비스직","6.70000"
"202502","JOB_GMW","기능/숙련/일반작업직","8.70000"
"202502","JOB_WC","사무/기술직","41.40000"
"202502","JOB_BM","경영/관리/전문직","5.60000"
"202502","JOB_HW","전업주부","12.20000"
"202502","JOB_GS","대학/대학원생","4.80000"
"202502","JOB_ETC","기타/무직","14.50000"
"202502","MRST_UM","미혼","30.10000"
"202502","MRST_NK","신혼기(자녀 없음)","7.60000"
"202502","MRST_KD_EL","자녀 유아&성장(막내 입학전~초등생)","19.70000"
"202502","MRST_KD_MD","자녀 성장(막내 중고생)","8.60000"
"202502","MRST_KD_CL","자녀 성인(막내 대학)","26.60000"
"202502","MRST_KD_MR","자녀 독립(막내 결혼)","7.40000"
