RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_COM_NMPR_NM,TOUR_PD_VALUE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM
"458614","20240923","10~20만원 미만","10만원 이상","1~3만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","서울시","모름","혼자서","1박 2일","M","20대","미혼","미혼","대학/대학원생","300만원 미만"
"459319","20240923","모름","모름","모름","모름","모름","모름","모름","경상남도","창원시","혼자서","3박 4일","M","20대","미혼","미혼","사무/기술직","모름"
"467220","20240923","10~20만원 미만","1만원 미만","5~7만원 미만","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","대전시","모름","2명","1박 2일","F","20대","미혼","미혼","대학/대학원생","모름"
"467497","20240923","모름","모름","모름","모름","모름","모름","모름","울산시","모름","4명","6박 7일 이상","M","20대","미혼","미혼","기능/숙련/일반작업직","모름"
"468022","20240923","모름","모름","모름","모름","모름","모름","모름","경기도","부천시/시흥시","혼자서","1박 2일","M","20대","미혼","미혼","사무/기술직","모름"
"468532","20240923","20~30만원 미만","10만원 이상","5~7만원 미만","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","광주시","모름","4명","2박 3일","M","20대","미혼","미혼","대학/대학원생","모름"
"469619","20240923","모름","모름","모름","모름","모름","모름","모름","전라남도","순천시","2명","6박 7일 이상","F","20대","미혼","미혼","판매/서비스직","500~700만원 미만"
"469666","20240923","20~30만원 미만","3~5만원 미만","10만원 이상","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","제주도","서귀포시(시내동)","2명","2박 3일","M","20대","미혼","미혼","대학/대학원생","700만원 이상"
"471642","20240923","10~20만원 미만","10만원 이상","1만원 미만","1만원 미만","1만원 미만","5~7만원 미만","1만원 미만","경기도","가평군","3명","2박 3일","M","20대","미혼","미혼","대학/대학원생","모름"
"473721","20240923","모름","모름","모름","모름","모름","모름","모름","부산시","모름","2명","1박 2일","M","20대","미혼","미혼","사무/기술직","모름"
"475019","20240923","모름","모름","모름","모름","모름","모름","모름","제주도","구좌읍/제주시(시내동)","혼자서","5박 6일","M","20대","미혼","미혼","기능/숙련/일반작업직","모름"
"475037","20240923","40만원 이상","10만원 이상","10만원 이상","10만원 이상","3~5만원 미만","5~7만원 미만","1만원 미만","제주도","서귀포시(시내동)/제주시(시내동)","5명 이상","3박 4일","M","20대","기혼","자녀 유아&성장(막내 입학전~초등생)","기능/숙련/일반작업직","300~500만원 미만"
"476312","20240923","30~40만원 미만","5~7만원 미만","5~7만원 미만","5~7만원 미만","5~7만원 미만","5~7만원 미만","5~7만원 미만","강원도","평창군","혼자서","4박 5일","F","20대","미혼","미혼","판매/서비스직","700만원 이상"
"478012","20240923","40만원 이상","10만원 이상","10만원 이상","10만원 이상","1만원 미만","1만원 미만","1만원 미만","경상남도","양산시","2명","5박 6일","F","60대 이상","기혼","자녀 성인(막내 대학)","기타/무직","700만원 이상"
"478725","20240923","10만원 미만","3~5만원 미만","1~3만원 미만","1만원 미만","1~3만원 미만","1만원 미만","1~3만원 미만","경상북도","문경시","5명 이상","2박 3일","M","20대","미혼","미혼","사무/기술직","500~700만원 미만"
"478847","20240923","모름","모름","모름","모름","모름","모름","모름","서울시","모름","혼자서","1박 2일","M","20대","미혼","미혼","자영업","모름"
"53322253","20240923","20~30만원 미만","1만원 미만","1만원 미만","5~7만원 미만","10만원 이상","5~7만원 미만","1만원 미만","충청북도","청주시","4명","1박 2일","F","50대","기혼","자녀 성인(막내 대학)","사무/기술직","700만원 이상"
"53322850","20240923","모름","모름","모름","모름","모름","모름","모름","제주도","서귀포시(시내동)","5명 이상","3박 4일","F","30대","기혼","자녀 유아&성장(막내 입학전~초등생)","전업주부","700만원 이상"
"53322854","20240923","10~20만원 미만","7~10만원 미만","5~7만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","강원도","강릉시","2명","1박 2일","F","20대","미혼","미혼","사무/기술직","700만원 이상"
"53323176","20240923","20~30만원 미만","3~5만원 미만","7~10만원 미만","10만원 이상","1만원 미만","1만원 미만","1만원 미만","전라남도","화순군","2명","1박 2일","M","60대 이상","기혼","자녀 성인(막내 대학)","기능/숙련/일반작업직","700만원 이상"
"53323363","20240923","30~40만원 미만","10만원 이상","10만원 이상","5~7만원 미만","1만원 미만","1~3만원 미만","3~5만원 미만","강원도","강릉시/양양군/횡성군","2명","2박 3일","M","60대 이상","기혼","자녀 성인(막내 대학)","기타/무직","700만원 이상"
"53323537","20240923","30~40만원 미만","1만원 미만","10만원 이상","7~10만원 미만","1만원 미만","1~3만원 미만","5~7만원 미만","부산시","모름","2명","2박 3일","F","50대","미혼","미혼","사무/기술직","700만원 이상"
"53323738","20240923","모름","모름","모름","모름","모름","모름","모름","경기도","가평군","3명","1박 2일","M","40대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","300만원 미만"
"53323745","20240923","10~20만원 미만","3~5만원 미만","1~3만원 미만","3~5만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","강원도","강릉시","혼자서","2박 3일","M","50대","기혼","자녀 성장(막내 중고생)","경영/관리/전문직","700만원 이상"
"53323952","20240923","30~40만원 미만","10만원 이상","10만원 이상","5~7만원 미만","5~7만원 미만","1만원 미만","1만원 미만","강원도","고성군","5명 이상","2박 3일","F","60대 이상","기혼","자녀 성인(막내 대학)","전업주부","700만원 이상"
"53324073","20240923","40만원 이상","10만원 이상","10만원 이상","10만원 이상","1만원 미만","1만원 미만","1만원 미만","경상남도","남해군","3명","2박 3일","F","50대","기혼","자녀 성인(막내 대학)","전업주부","700만원 이상"
"53324086","20240923","10~20만원 미만","3~5만원 미만","1~3만원 미만","5~7만원 미만","3~5만원 미만","1~3만원 미만","1만원 미만","강원도","강릉시/속초시/양구군/원주시/춘천시","5명 이상","1박 2일","M","60대 이상","기혼","자녀 성인(막내 대학)","기능/숙련/일반작업직","700만원 이상"
"53324374","20240923","10만원 미만","1만원 미만","5~7만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","강원도","춘천시","2명","2박 3일","F","30대","미혼","미혼","기타/무직","300~500만원 미만"
"53324398","20240923","모름","모름","모름","모름","모름","모름","모름","경기도","하남시/화성시","5명 이상","1박 2일","F","30대","기혼","자녀 유아&성장(막내 입학전~초등생)","전업주부","300~500만원 미만"
"53324500","20240923","10~20만원 미만","5~7만원 미만","5~7만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","경상북도","포항시","3명","1박 2일","F","20대","미혼","미혼","사무/기술직","모름"
"53324524","20240923","모름","모름","모름","모름","모름","모름","모름","경상북도","문경시/상주시","5명 이상","1박 2일","F","40대","기혼","신혼기(자녀 없음)","사무/기술직","500~700만원 미만"
"53324670","20240923","20~30만원 미만","5~7만원 미만","3~5만원 미만","7~10만원 미만","1만원 미만","1만원 미만","1~3만원 미만","광주시","모름","혼자서","1박 2일","F","50대","미혼","미혼","판매/서비스직","모름"
"53325081","20240923","모름","모름","모름","모름","모름","모름","모름","대전시","모름","4명","5박 6일","M","40대","미혼","미혼","판매/서비스직","모름"
"53325256","20240923","20~30만원 미만","7~10만원 미만","3~5만원 미만","5~7만원 미만","3~5만원 미만","1만원 미만","1만원 미만","충청남도","서천군","2명","2박 3일","F","40대","기혼","자녀 성인(막내 대학)","사무/기술직","700만원 이상"
"53325433","20240923","40만원 이상","1만원 미만","10만원 이상","5~7만원 미만","5~7만원 미만","10만원 이상","1만원 미만","경상남도","의령군","3명","1박 2일","M","50대","기혼","자녀 성인(막내 대학)","자영업","300~500만원 미만"
"53325544","20240923","모름","모름","모름","모름","모름","모름","모름","강원도","홍천군","5명 이상","2박 3일","M","50대","기혼","자녀 성인(막내 대학)","기타/무직","모름"
"53325710","20240923","10~20만원 미만","3~5만원 미만","3~5만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","충청북도","괴산군","2명","1박 2일","M","60대 이상","기혼","자녀 성인(막내 대학)","자영업","700만원 이상"
"53326025","20240923","10~20만원 미만","5~7만원 미만","3~5만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","경기도","용인시","5명 이상","1박 2일","F","40대","기혼","자녀 유아&성장(막내 입학전~초등생)","전업주부","700만원 이상"
"53326061","20240923","10~20만원 미만","7~10만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","1만원 미만","인천시","모름","2명","2박 3일","M","50대","기혼","자녀 성인(막내 대학)","기능/숙련/일반작업직","700만원 이상"
"53326095","20240923","30~40만원 미만","10만원 이상","10만원 이상","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","전라북도","부안군","4명","3박 4일","F","40대","미혼","미혼","사무/기술직","700만원 이상"
"53326158","20240923","10~20만원 미만","1만원 미만","5~7만원 미만","1만원 미만","1만원 미만","10만원 이상","1만원 미만","경기도","수원시","2명","1박 2일","F","20대","미혼","미혼","사무/기술직","300~500만원 미만"
"53326174","20240923","10~20만원 미만","10만원 이상","1~3만원 미만","1~3만원 미만","1만원 미만","1~3만원 미만","1~3만원 미만","경기도","화성시","4명","1박 2일","M","40대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","500~700만원 미만"
"53326182","20240923","20~30만원 미만","10만원 이상","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","1만원 미만","충청남도","공주시","5명 이상","2박 3일","F","40대","기혼","자녀 유아&성장(막내 입학전~초등생)","자영업","500~700만원 미만"
"53326302","20240923","20~30만원 미만","10만원 이상","10만원 이상","1만원 미만","1만원 미만","1만원 미만","1만원 미만","부산시","모름","4명","1박 2일","F","50대","기혼","자녀 성인(막내 대학)","사무/기술직","700만원 이상"
"53326317","20240923","40만원 이상","10만원 이상","10만원 이상","5~7만원 미만","5~7만원 미만","5~7만원 미만","3~5만원 미만","서울시","모름","4명","6박 7일 이상","M","30대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","모름"
"53326524","20240923","10~20만원 미만","7~10만원 미만","3~5만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","경상북도","경주시/포항시","4명","1박 2일","M","50대","기혼","자녀 성장(막내 중고생)","기능/숙련/일반작업직","500~700만원 미만"
"53326565","20240923","모름","모름","모름","모름","모름","모름","모름","경기도","가평군","5명 이상","1박 2일","F","60대 이상","기혼","자녀 독립(막내 결혼)","전업주부","300만원 미만"
"53326903","20240923","20~30만원 미만","5~7만원 미만","7~10만원 미만","1~3만원 미만","1만원 미만","5~7만원 미만","1만원 미만","전라남도","순천시","4명","1박 2일","M","60대 이상","기혼","자녀 성인(막내 대학)","기능/숙련/일반작업직","500~700만원 미만"
"53327291","20240923","모름","모름","모름","모름","모름","모름","모름","제주도","표선면","3명","2박 3일","F","40대","기혼","자녀 성인(막내 대학)","사무/기술직","모름"
"53327329","20240923","10~20만원 미만","3~5만원 미만","5~7만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","대구시","모름","2명","1박 2일","M","50대","기혼","자녀 성인(막내 대학)","사무/기술직","700만원 이상"
"53327366","20240923","20~30만원 미만","5~7만원 미만","5~7만원 미만","7~10만원 미만","1만원 미만","1만원 미만","1만원 미만","경상북도","포항시","혼자서","1박 2일","M","60대 이상","기타","자녀 성인(막내 대학)","기타/무직","300만원 미만"
"53327620","20240923","10~20만원 미만","1만원 미만","10만원 이상","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","경상북도","포항시","3명","1박 2일","M","40대","기혼","자녀 유아&성장(막내 입학전~초등생)","자영업","300만원 미만"
"53327869","20240923","30~40만원 미만","1~3만원 미만","10만원 이상","10만원 이상","1만원 미만","1만원 미만","1만원 미만","서울시","모름","혼자서","2박 3일","M","30대","미혼","미혼","자영업","300~500만원 미만"
"53327927","20240923","20~30만원 미만","1만원 미만","7~10만원 미만","7~10만원 미만","1만원 미만","1만원 미만","3~5만원 미만","강원도","원주시","2명","2박 3일","M","50대","기혼","자녀 성인(막내 대학)","경영/관리/전문직","500~700만원 미만"
"53328286","20240923","40만원 이상","10만원 이상","10만원 이상","10만원 이상","1만원 미만","10만원 이상","1만원 미만","제주도","우도면/제주시(시내동)/조천읍","5명 이상","3박 4일","M","40대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","700만원 이상"
"53328335","20240923","10만원 미만","1만원 미만","3~5만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","전라북도","무주군","4명","1박 2일","M","60대 이상","기혼","자녀 성인(막내 대학)","기능/숙련/일반작업직","300만원 미만"
"53328362","20240923","10~20만원 미만","1만원 미만","5~7만원 미만","1~3만원 미만","1만원 미만","3~5만원 미만","1만원 미만","강원도","속초시","5명 이상","3박 4일","F","40대","기혼","신혼기(자녀 없음)","사무/기술직","500~700만원 미만"
"53328402","20240923","20~30만원 미만","10만원 이상","1만원 미만","1만원 미만","10만원 이상","1만원 미만","1만원 미만","경상남도","남해군","4명","2박 3일","M","30대","미혼","미혼","사무/기술직","700만원 이상"
"53328690","20240923","10~20만원 미만","5~7만원 미만","7~10만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","강원도","속초시","3명","2박 3일","M","30대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","500~700만원 미만"
"53328902","20240923","20~30만원 미만","10만원 이상","7~10만원 미만","3~5만원 미만","3~5만원 미만","1~3만원 미만","1만원 미만","강원도","강릉시/동해시/삼척시","2명","2박 3일","M","40대","미혼","미혼","사무/기술직","모름"
"53328916","20240923","20~30만원 미만","7~10만원 미만","7~10만원 미만","3~5만원 미만","1만원 미만","1만원 미만","3~5만원 미만","전라남도","여수시","4명","2박 3일","F","50대","기혼","자녀 성인(막내 대학)","전업주부","700만원 이상"
"53328963","20240923","40만원 이상","10만원 이상","10만원 이상","1~3만원 미만","1만원 미만","10만원 이상","1만원 미만","서울시","모름","3명","2박 3일","F","30대","미혼","미혼","기타/무직","모름"
"53329253","20240923","40만원 이상","10만원 이상","10만원 이상","10만원 이상","1만원 미만","10만원 이상","1만원 미만","제주도","서귀포시(시내동)/제주시(시내동)","5명 이상","3박 4일","F","30대","기혼","신혼기(자녀 없음)","사무/기술직","700만원 이상"
"53329398","20240923","모름","모름","모름","모름","모름","모름","모름","강원도","정선군","5명 이상","3박 4일","F","50대","미혼","미혼","경영/관리/전문직","300만원 미만"
"53329652","20240923","20~30만원 미만","7~10만원 미만","7~10만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","충청북도","제천시/진천군","2명","1박 2일","M","60대 이상","기혼","자녀 성인(막내 대학)","사무/기술직","500~700만원 미만"
"53329674","20240923","10~20만원 미만","3~5만원 미만","5~7만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","경상북도","문경시","5명 이상","1박 2일","M","40대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","300~500만원 미만"
"53329730","20240923","40만원 이상","10만원 이상","10만원 이상","10만원 이상","1만원 미만","1만원 미만","10만원 이상","제주도","대정읍/서귀포시(시내동)/애월읍","2명","3박 4일","F","50대","기혼","자녀 성인(막내 대학)","전업주부","700만원 이상"
"53329738","20240923","모름","모름","모름","모름","모름","모름","모름","경상북도","포항시","3명","3박 4일","F","50대","기혼","자녀 성인(막내 대학)","전업주부","700만원 이상"
"53329778","20240923","20~30만원 미만","1만원 미만","10만원 이상","5~7만원 미만","5~7만원 미만","1만원 미만","1만원 미만","울산시","모름","2명","1박 2일","M","40대","기혼","자녀 성장(막내 중고생)","경영/관리/전문직","500~700만원 미만"
"53329864","20240923","모름","모름","모름","모름","모름","모름","모름","강원도","속초시","5명 이상","3박 4일","F","30대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","모름"
"53330453","20240923","10~20만원 미만","1만원 미만","7~10만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","경상북도","포항시","3명","3박 4일","F","40대","기혼","자녀 성장(막내 중고생)","기타/무직","300~500만원 미만"
"53330558","20240923","모름","모름","모름","모름","모름","모름","모름","제주도","성산읍/우도면","2명","5박 6일","M","50대","기타","자녀 성인(막내 대학)","자영업","300만원 미만"
"53330941","20240923","40만원 이상","10만원 이상","10만원 이상","1만원 미만","10만원 이상","1만원 미만","1만원 미만","강원도","강릉시/속초시","4명","3박 4일","F","50대","기혼","자녀 성인(막내 대학)","자영업","700만원 이상"
"53331062","20240923","10~20만원 미만","5~7만원 미만","5~7만원 미만","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","강원도","속초시","3명","2박 3일","M","50대","기혼","자녀 성인(막내 대학)","기능/숙련/일반작업직","500~700만원 미만"
"53331593","20240923","모름","모름","모름","모름","모름","모름","모름","강원도","홍천군","3명","2박 3일","M","20대","미혼","미혼","대학/대학원생","모름"
"53331680","20240923","10만원 미만","1~3만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","1만원 미만","경기도","포천시","3명","1박 2일","M","30대","기혼","자녀 유아&성장(막내 입학전~초등생)","경영/관리/전문직","모름"
"53331787","20240923","40만원 이상","10만원 이상","5~7만원 미만","10만원 이상","1만원 미만","5~7만원 미만","1만원 미만","강원도","양양군","혼자서","1박 2일","F","30대","미혼","미혼","자영업","모름"
"53332460","20240923","10~20만원 미만","1만원 미만","3~5만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","충청북도","충주시(구 청원군 포함)","5명 이상","1박 2일","F","40대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","700만원 이상"
"53332499","20240923","10만원 미만","1~3만원 미만","3~5만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","경상북도","포항시","4명","1박 2일","F","20대","미혼","미혼","대학/대학원생","모름"
"53332532","20240923","40만원 이상","10만원 이상","10만원 이상","10만원 이상","10만원 이상","5~7만원 미만","5~7만원 미만","제주도","성산읍/애월읍","4명","6박 7일 이상","M","40대","기혼","자녀 성장(막내 중고생)","기능/숙련/일반작업직","700만원 이상"
"53332987","20240923","20~30만원 미만","7~10만원 미만","7~10만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","전라남도","나주시/목포시","4명","2박 3일","M","50대","기혼","자녀 성장(막내 중고생)","사무/기술직","700만원 이상"
"53333076","20240923","30~40만원 미만","10만원 이상","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","1만원 미만","경상북도","경주시","4명","1박 2일","F","30대","미혼","미혼","사무/기술직","모름"
"53333788","20240923","30~40만원 미만","10만원 이상","10만원 이상","3~5만원 미만","3~5만원 미만","7~10만원 미만","1만원 미만","강원도","춘천시","3명","2박 3일","F","30대","미혼","미혼","기능/숙련/일반작업직","모름"
"53334117","20240923","모름","모름","모름","모름","모름","모름","모름","경상남도","사천시/진주시","5명 이상","2박 3일","M","30대","미혼","미혼","사무/기술직","300~500만원 미만"
"53334831","20240923","30~40만원 미만","10만원 이상","10만원 이상","1~3만원 미만","1만원 미만","7~10만원 미만","1만원 미만","강원도","평창군","4명","1박 2일","F","50대","기혼","자녀 성인(막내 대학)","기타/무직","700만원 이상"
"53335431","20240923","모름","모름","모름","모름","모름","모름","모름","경기도","포천시","5명 이상","1박 2일","F","60대 이상","기혼","자녀 성인(막내 대학)","전업주부","모름"
"53335442","20240923","40만원 이상","10만원 이상","10만원 이상","10만원 이상","10만원 이상","10만원 이상","1만원 미만","경상북도","봉화군/예천군/울릉군/울진군","3명","5박 6일","F","30대","기혼","자녀 독립(막내 결혼)","사무/기술직","700만원 이상"
"53335539","20240923","40만원 이상","10만원 이상","10만원 이상","7~10만원 미만","3~5만원 미만","3~5만원 미만","1~3만원 미만","제주도","구좌읍/서귀포시(시내동)/성산읍/애월읍/제주시(시내동)","4명","3박 4일","M","30대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","500~700만원 미만"
"53335881","20240923","40만원 이상","10만원 이상","10만원 이상","5~7만원 미만","10만원 이상","5~7만원 미만","1만원 미만","제주도","서귀포시(시내동)/성산읍/애월읍/우도면/표선면","2명","6박 7일 이상","M","30대","기혼","신혼기(자녀 없음)","경영/관리/전문직","700만원 이상"
"53335989","20240923","10~20만원 미만","3~5만원 미만","7~10만원 미만","3~5만원 미만","3~5만원 미만","1만원 미만","1만원 미만","경상남도","거제시","5명 이상","2박 3일","F","60대 이상","기혼","자녀 독립(막내 결혼)","판매/서비스직","모름"
"53336002","20240923","20~30만원 미만","5~7만원 미만","5~7만원 미만","5~7만원 미만","1~3만원 미만","3~5만원 미만","1만원 미만","서울시","모름","4명","3박 4일","F","40대","기혼","자녀 성장(막내 중고생)","기타/무직","300만원 미만"
"53336004","20240923","20~30만원 미만","5~7만원 미만","10만원 이상","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","충청남도","보령시/예산군","2명","2박 3일","F","60대 이상","기혼","자녀 성인(막내 대학)","전업주부","500~700만원 미만"
"53336074","20240923","30~40만원 미만","10만원 이상","10만원 이상","5~7만원 미만","1만원 미만","10만원 이상","1만원 미만","부산시","모름","2명","3박 4일","F","30대","기혼","신혼기(자녀 없음)","경영/관리/전문직","모름"
