RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_COM_NMPR_NM,TOUR_PD_VALUE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM
53323679,20240624,10~20만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1~3만원 미만,1만원 미만,강원도,평창군,3명,3박 4일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
53323862,20240624,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,경상남도,창원시,4명,2박 3일,M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,700만원 이상
53323945,20240624,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,삼척시,5명 이상,2박 3일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53323952,20240624,40만원 이상,10만원 이상,10만원 이상,1만원 미만,5~7만원 미만,10만원 이상,1만원 미만,전라남도,광양시/장성군/해남군,2명,3박 4일,F,60대 이상,미혼,미혼,기타/무직,700만원 이상
53324217,20240624,20~30만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,10만원 이상,3~5만원 미만,1만원 미만,경기도,포천시,3명,1박 2일,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,500~700만원 미만
53324958,20240624,30~40만원 미만,10만원 이상,1~3만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,제주도,제주시(시내동),혼자서,2박 3일,M,50대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53325089,20240624,20~30만원 미만,5~7만원 미만,5~7만원 미만,7~10만원 미만,1만원 미만,1만원 미만,3~5만원 미만,강원도,속초시,혼자서,1박 2일,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53325148,20240624,20~30만원 미만,1만원 미만,10만원 이상,1~3만원 미만,1만원 미만,3~5만원 미만,1만원 미만,경상남도,사천시,4명,6박 7일 이상,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,700만원 이상
53325194,20240624,40만원 이상,10만원 이상,10만원 이상,1~3만원 미만,10만원 이상,5~7만원 미만,7~10만원 미만,전라북도,군산시,2명,2박 3일,M,50대,기혼,자녀 성장(막내 중고생),자영업,700만원 이상
53325431,20240624,40만원 이상,7~10만원 미만,7~10만원 미만,7~10만원 미만,10만원 이상,3~5만원 미만,1만원 미만,서울시,모름,2명,1박 2일,F,40대,기혼,자녀 성장(막내 중고생),사무/기술직,모름
53326031,20240624,10~20만원 미만,5~7만원 미만,1만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,전라남도,여수시,4명,2박 3일,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,700만원 이상
53326368,20240624,모름,모름,모름,모름,모름,모름,모름,전라남도,여수시,3명,2박 3일,F,40대,기혼,자녀 성장(막내 중고생),기타/무직,500~700만원 미만
53326450,20240624,모름,모름,모름,모름,모름,모름,모름,충청남도,예산군,3명,2박 3일,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
53326565,20240624,20~30만원 미만,1만원 미만,10만원 이상,1만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,강원도,홍천군,5명 이상,2박 3일,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,300만원 미만
53326571,20240624,20~30만원 미만,7~10만원 미만,7~10만원 미만,1만원 미만,1만원 미만,3~5만원 미만,3~5만원 미만,강원도,정선군/평창군,3명,2박 3일,F,50대,미혼,미혼,사무/기술직,500~700만원 미만
53326655,20240624,10~20만원 미만,3~5만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,충청남도,부여군,2명,1박 2일,M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,300~500만원 미만
53326768,20240624,20~30만원 미만,10만원 이상,5~7만원 미만,1~3만원 미만,1만원 미만,5~7만원 미만,1만원 미만,강원도,강릉시/속초시/평창군,3명,2박 3일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,700만원 이상
53326872,20240624,10~20만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,3~5만원 미만,1만원 미만,경기도,용인시,3명,1박 2일,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,300~500만원 미만
53326908,20240624,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,전라남도,순천시,혼자서,2박 3일,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,300~500만원 미만
53327363,20240624,20~30만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,부산시,모름,2명,2박 3일,F,20대,미혼,미혼,사무/기술직,300만원 미만
53327369,20240624,모름,모름,모름,모름,모름,모름,모름,전라북도,전주시,2명,1박 2일,M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,300~500만원 미만
53327393,20240624,40만원 이상,10만원 이상,7~10만원 미만,5~7만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,전라남도,목포시,2명,4박 5일,M,60대 이상,기혼,자녀 성인(막내 대학),자영업,500~700만원 미만
53327572,20240624,10~20만원 미만,5~7만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,경상남도,밀양시,2명,1박 2일,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만
53327849,20240624,20~30만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,울산시,모름,2명,2박 3일,M,60대 이상,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,300~500만원 미만
53327925,20240624,20~30만원 미만,10만원 이상,1만원 미만,1만원 미만,7~10만원 미만,1만원 미만,1만원 미만,전라남도,여수시,2명,1박 2일,F,20대,미혼,미혼,사무/기술직,300~500만원 미만
53328318,20240624,10만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,전라남도,여수시,혼자서,1박 2일,M,40대,기혼,자녀 성인(막내 대학),자영업,300만원 미만
53328604,20240624,20~30만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,대전시,모름,2명,2박 3일,M,30대,미혼,미혼,기타/무직,300만원 미만
53328653,20240624,20~30만원 미만,5~7만원 미만,10만원 이상,3~5만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,강원도,춘천시,5명 이상,2박 3일,M,40대,미혼,미혼,사무/기술직,700만원 이상
53328823,20240624,10만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,경기도,양평군,3명,1박 2일,M,60대 이상,기혼,자녀 성인(막내 대학),자영업,300~500만원 미만
53328913,20240624,모름,모름,모름,모름,모름,모름,모름,경상북도,청도군,5명 이상,1박 2일,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
53328959,20240624,모름,모름,모름,모름,모름,모름,모름,전라북도,무주군,5명 이상,1박 2일,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,모름
53329105,20240624,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,대구시,모름,2명,1박 2일,M,30대,미혼,미혼,사무/기술직,300~500만원 미만
53329165,20240624,10~20만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,강원도,강릉시/속초시,2명,2박 3일,M,60대 이상,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,700만원 이상
53329398,20240624,30~40만원 미만,10만원 이상,10만원 이상,3~5만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,강원도,속초시,4명,3박 4일,F,50대,미혼,미혼,경영/관리/전문직,500~700만원 미만
53329548,20240624,20~30만원 미만,7~10만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,인천시,모름,2명,1박 2일,F,20대,미혼,미혼,기타/무직,500~700만원 미만
53329595,20240624,30~40만원 미만,1만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,제주도,한경면,3명,3박 4일,F,50대,기타,자녀 성인(막내 대학),사무/기술직,500~700만원 미만
53330298,20240624,10만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,서울시,모름,2명,1박 2일,F,20대,미혼,미혼,기타/무직,모름
53330373,20240624,10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,충청남도,홍성군,5명 이상,1박 2일,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53330697,20240624,10~20만원 미만,1만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1~3만원 미만,부산시,모름,3명,1박 2일,F,20대,미혼,미혼,사무/기술직,모름
53330763,20240624,20~30만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,충청남도,서산시,4명,1박 2일,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상
53330843,20240624,10~20만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,충청북도,단양군,5명 이상,1박 2일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53331041,20240624,모름,모름,모름,모름,모름,모름,모름,전라남도,순천시/여수시,2명,2박 3일,F,30대,미혼,미혼,사무/기술직,모름
53331146,20240624,40만원 이상,10만원 이상,10만원 이상,1~3만원 미만,1만원 미만,10만원 이상,1만원 미만,제주도,구좌읍/서귀포시(시내동)/제주시(시내동),3명,4박 5일,M,40대,기타,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
53331311,20240624,20~30만원 미만,5~7만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,3~5만원 미만,3~5만원 미만,강원도,태백시,3명,2박 3일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53331412,20240624,10만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1~3만원 미만,1만원 미만,충청남도,아산시,3명,1박 2일,F,20대,미혼,미혼,대학/대학원생,300만원 미만
53331453,20240624,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,강원도,삼척시/속초시/양양군/평창군,3명,2박 3일,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만
53331751,20240624,20~30만원 미만,5~7만원 미만,7~10만원 미만,5~7만원 미만,1만원 미만,1~3만원 미만,1만원 미만,전라남도,고흥군,2명,2박 3일,M,40대,기혼,신혼기(자녀 없음),사무/기술직,300~500만원 미만
53331949,20240624,10~20만원 미만,3~5만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,전라북도,군산시,2명,3박 4일,M,30대,미혼,미혼,기능/숙련/일반작업직,300~500만원 미만
53332354,20240624,모름,모름,모름,모름,모름,모름,모름,강원도,강릉시/속초시/평창군,3명,2박 3일,F,30대,미혼,미혼,대학/대학원생,700만원 이상
53332564,20240624,10~20만원 미만,3~5만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1~3만원 미만,1만원 미만,강원도,영월군,5명 이상,2박 3일,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만
53332658,20240624,모름,모름,모름,모름,모름,모름,모름,전라남도,담양군,5명 이상,3박 4일,M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,300~500만원 미만
53333123,20240624,30~40만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,10만원 이상,1만원 미만,전라남도,고흥군,혼자서,1박 2일,M,50대,기타,자녀 성인(막내 대학),기능/숙련/일반작업직,700만원 이상
53333164,20240624,10만원 미만,1만원 미만,1만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,경기도,수원시,3명,1박 2일,M,20대,미혼,미혼,대학/대학원생,300만원 미만
53333406,20240624,40만원 이상,10만원 이상,10만원 이상,10만원 이상,7~10만원 미만,10만원 이상,1만원 미만,제주도,남원읍/서귀포시(시내동)/애월읍/우도면/제주시(시내동)/한림읍,혼자서,2박 3일,M,30대,미혼,미혼,자영업,300~500만원 미만
53333436,20240624,20~30만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,5~7만원 미만,1만원 미만,전라남도,여수시,2명,1박 2일,M,50대,기혼,신혼기(자녀 없음),사무/기술직,700만원 이상
53333513,20240624,모름,모름,모름,모름,모름,모름,모름,전라북도,고창군,2명,6박 7일 이상,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,500~700만원 미만
53333892,20240624,20~30만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,속초시,2명,1박 2일,M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,500~700만원 미만
53334306,20240624,10~20만원 미만,5~7만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,1~3만원 미만,전라남도,여수시,혼자서,1박 2일,M,40대,기혼,자녀 성장(막내 중고생),사무/기술직,500~700만원 미만
53334337,20240624,10만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,충청남도,계룡시/공주시/논산시/부여군/서천군/예산군,2명,1박 2일,F,30대,미혼,미혼,사무/기술직,300~500만원 미만
53334738,20240624,20~30만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,경상남도,창녕군,3명,1박 2일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만
53335198,20240624,30~40만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,1만원 미만,부산시,모름,5명 이상,6박 7일 이상,F,40대,기혼,자녀 성장(막내 중고생),전업주부,300~500만원 미만
53335202,20240624,10~20만원 미만,1만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,강릉시,2명,2박 3일,F,40대,기혼,신혼기(자녀 없음),사무/기술직,500~700만원 미만
53335315,20240624,10~20만원 미만,1만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,강릉시/고성군/삼척시/속초시/양양군,2명,6박 7일 이상,F,40대,미혼,미혼,판매/서비스직,500~700만원 미만
53335949,20240624,10만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,대전시,모름,4명,1박 2일,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,500~700만원 미만
53336022,20240624,10~20만원 미만,1만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,5~7만원 미만,1만원 미만,강원도,철원군,4명,1박 2일,F,30대,미혼,미혼,사무/기술직,300~500만원 미만
53336238,20240624,40만원 이상,1만원 미만,10만원 이상,7~10만원 미만,7~10만원 미만,1만원 미만,1만원 미만,서울시,모름,3명,1박 2일,F,20대,기혼,신혼기(자녀 없음),사무/기술직,500~700만원 미만
53336323,20240624,40만원 이상,1만원 미만,10만원 이상,10만원 이상,1만원 미만,5~7만원 미만,1만원 미만,부산시,모름,혼자서,3박 4일,F,50대,기혼,자녀 독립(막내 결혼),자영업,700만원 이상
53336413,20240624,30~40만원 미만,10만원 이상,10만원 이상,3~5만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,경상남도,거제시/합천군,5명 이상,1박 2일,F,60대 이상,기혼,자녀 독립(막내 결혼),자영업,500~700만원 미만
53336434,20240624,10~20만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,경기도,파주시,2명,1박 2일,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만
53336671,20240624,모름,모름,모름,모름,모름,모름,모름,강원도,춘천시,4명,2박 3일,F,20대,미혼,미혼,대학/대학원생,500~700만원 미만
53337002,20240624,20~30만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,강원도,동해시/속초시,5명 이상,3박 4일,F,40대,미혼,미혼,사무/기술직,500~700만원 미만
53337015,20240624,모름,모름,모름,모름,모름,모름,모름,경기도,가평군,3명,2박 3일,F,40대,기혼,자녀 성장(막내 중고생),사무/기술직,300만원 미만
53337230,20240624,모름,모름,모름,모름,모름,모름,모름,충청남도,세종특별자치시,3명,1박 2일,M,30대,미혼,미혼,기타/무직,모름
53337455,20240624,모름,모름,모름,모름,모름,모름,모름,경기도,여주시,2명,2박 3일,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,700만원 이상
53337573,20240624,30~40만원 미만,1만원 미만,10만원 이상,10만원 이상,1만원 미만,5~7만원 미만,1만원 미만,제주도,구체적인 지역 모름,2명,3박 4일,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만
53337670,20240624,30~40만원 미만,1만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,부산시,모름,혼자서,1박 2일,F,50대,기혼,자녀 성인(막내 대학),기타/무직,700만원 이상
53337961,20240624,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,5~7만원 미만,인천시,모름,5명 이상,2박 3일,F,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,500~700만원 미만
53337996,20240624,20~30만원 미만,3~5만원 미만,10만원 이상,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,부산시,모름,5명 이상,2박 3일,F,30대,미혼,미혼,사무/기술직,300만원 미만
53338057,20240624,20~30만원 미만,7~10만원 미만,1~3만원 미만,10만원 이상,1만원 미만,1~3만원 미만,1만원 미만,부산시,모름,2명,2박 3일,F,20대,미혼,미혼,사무/기술직,500~700만원 미만
53338260,20240624,10만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,1만원 미만,경기도,파주시,5명 이상,1박 2일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,500~700만원 미만
53338411,20240624,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,10만원 이상,1만원 미만,강원도,태백시,4명,1박 2일,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만
